id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,heating_GasW,heating_Grav,heating_OthW,heating_Wall,central_air_Y,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_type_none,utilities_NoSeWa,utilities_NoSewr,total_liv_sqft,total_bsmt_1st_flr_sf,garage_total,saleprice_log
1885,534276160,20,RL,70.0,7535,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,none,0.0,3,3,CBlock,3,3,No,BLQ,111.0,LwQ,279.0,522.0,912.0,GasA,2,Y,SBrkr,912,0,0,912,0.0,1.0,1,0,2,1,3,5,Typ,0,0,Attchd,1958.0,Fin,1.0,297.0,3,3,Y,12,285,0,0,0,0,0,MnWw,Shed,480,6,2007,WD ,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2847.0,831744.0,297.0,11.695247021764184
1734,528221050,20,RL,88.0,12216,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,none,0.0,3,3,PConc,4,3,Av,GLQ,918.0,Unf,0.0,408.0,1326.0,GasA,5,Y,SBrkr,1326,0,0,1326,1.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2005.0,Fin,2.0,388.0,3,3,Y,120,23,0,0,0,0,0,none,Shed,2000,6,2007,WD ,203000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4896.0,1758276.0,776.0,12.220961258023925
2327,527182020,120,RL,30.0,3701,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1987,1987,Gable,CompShg,HdBoard,HdBoard,none,0.0,3,3,CBlock,4,3,No,Unf,0.0,Unf,0.0,1191.0,1191.0,GasA,3,Y,SBrkr,1204,0,0,1204,0.0,0.0,2,0,2,1,3,5,Typ,0,0,Attchd,1987.0,RFn,2.0,461.0,3,3,Y,120,70,0,0,0,0,0,none,none,0,8,2006,WD ,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3599.0,1433964.0,922.0,11.77528972943772
1282,535476370,60,RL,80.0,9760,Pave,none,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,3,3,CBlock,3,3,Gd,GLQ,674.0,LwQ,106.0,0.0,780.0,GasA,3,Y,SBrkr,798,813,0,1611,1.0,0.0,1,1,4,1,3,7,Typ,0,0,Attchd,1964.0,RFn,2.0,442.0,3,3,Y,328,128,0,0,189,0,0,none,none,0,6,2008,WD ,167900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4676.0,622440.0,884.0,12.031123843065632
2688,903425340,190,RL,60.0,9873,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,3,3,CBlock,3,3,Av,ALQ,789.0,Unf,0.0,171.0,960.0,GasW,3,N,SBrkr,960,0,0,960,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1970.0,Unf,2.0,576.0,3,3,Y,0,288,0,0,0,0,0,none,none,0,5,2006,WD ,129000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3669.0,921600.0,1152.0,11.76756768334381
2581,535180070,20,RL,72.0,10011,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,3,3,CBlock,3,3,No,BLQ,360.0,Unf,0.0,710.0,1070.0,GasA,3,Y,SBrkr,1236,0,0,1236,0.0,1.0,1,0,2,1,4,6,Min1,1,2,Attchd,1957.0,Unf,1.0,447.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,none,0,5,2006,WD ,134450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3902.0,1322520.0,447.0,11.80894766169701
2067,905226050,30,RL,70.0,25339,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1918,2007,Gable,CompShg,Wd Sdng,Wd Sdng,none,0.0,3,4,BrkTil,3,3,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,5,Y,SBrkr,1416,0,0,1416,0.0,0.0,2,0,3,1,4,7,Typ,0,0,Attchd,2007.0,Unf,2.0,576.0,3,3,N,0,0,112,0,0,0,0,none,none,0,8,2007,WD ,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3648.0,1155456.0,1152.0,11.626254150277232
2115,906403060,60,RL,67.0,8883,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,4,3,PConc,4,3,No,GLQ,608.0,LwQ,321.0,0.0,929.0,GasA,5,Y,SBrkr,946,927,0,1873,1.0,0.0,2,1,3,1,4,7,Typ,1,3,Attchd,1988.0,RFn,2.0,619.0,3,3,Y,108,48,0,0,144,0,0,GdPrv,none,0,5,2007,WD ,207000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5283.0,878834.0,1238.0,12.240474072247506
754,903430070,90,RM,50.0,3000,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,1,1922,1950,Hip,CompShg,MetalSd,MetalSd,none,0.0,3,3,BrkTil,3,2,No,Unf,0.0,Unf,0.0,1040.0,1040.0,GasA,3,N,SBrkr,1088,1040,0,2128,0.0,0.0,2,0,4,2,3,11,Sev,0,0,none,none,none,0.0,0.0,0,0,Y,0,56,0,0,0,0,0,none,none,0,9,2009,WD ,62500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5296.0,1131520.0,0.0,11.042921835724492
1079,528188150,160,RL,36.0,2448,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4,3,No,GLQ,573.0,Unf,0.0,191.0,764.0,GasA,5,Y,SBrkr,764,862,0,1626,1.0,0.0,2,1,2,1,4,6,Typ,0,0,BuiltIn,2003.0,RFn,2.0,474.0,3,3,Y,0,27,0,0,0,0,0,none,none,0,10,2008,WD ,154000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4589.0,583696.0,948.0,11.944707881395766
2615,535404080,20,RL,73.0,7100,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,none,0.0,3,3,CBlock,3,3,No,GLQ,708.0,Unf,0.0,108.0,816.0,GasA,3,Y,FuseA,816,0,0,816,1.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1957.0,Unf,1.0,308.0,3,3,Y,0,0,0,0,0,0,0,none,none,0,7,2006,WD ,129900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3156.0,665856.0,308.0,11.77452020265869
329,923225440,160,RM,36.0,2592,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,none,0.0,3,3,CBlock,4,3,No,Rec,129.0,BLQ,232.0,175.0,536.0,GasA,3,Y,SBrkr,536,576,0,1112,0.0,0.0,1,1,3,1,3,4,Typ,0,0,Attchd,1976.0,Unf,1.0,336.0,3,3,Y,182,0,0,0,0,0,0,none,none,0,4,2010,WD ,85000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2889.0,287296.0,336.0,11.350406535472453
1320,902401010,50,RM,60.0,5700,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,none,0.0,3,3,PConc,3,3,No,Unf,0.0,Unf,0.0,572.0,572.0,GasA,3,Y,SBrkr,572,539,0,1111,0.0,0.0,1,0,2,1,3,5,Typ,1,4,Detchd,1982.0,Unf,1.0,288.0,3,3,Y,0,0,176,0,0,0,0,none,none,0,8,2008,WD ,116900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2794.0,327184.0,288.0,11.66907414746016
416,527455060,160,RL,24.0,2289,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,none,0.0,3,3,CBlock,3,3,No,ALQ,311.0,Unf,0.0,544.0,855.0,GasA,3,Y,SBrkr,855,586,0,1441,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1978.0,Unf,2.0,440.0,3,3,Y,28,0,0,0,0,0,0,none,none,0,4,2009,WD ,148500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4048.0,731025.0,880.0,11.908340237224891
284,908226130,190,RL,60.0,12180,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,none,0.0,3,2,BrkTil,4,3,No,BLQ,348.0,Unf,0.0,324.0,672.0,Grav,2,N,FuseA,672,252,0,924,1.0,0.0,1,0,2,1,2,5,Typ,0,0,Detchd,1941.0,Unf,1.0,280.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,none,0,7,2010,WD ,80000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2868.0,451584.0,280.0,11.289781913656018
1385,905108170,85,RL,70.0,7400,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1984,1984,Gable,CompShg,VinylSd,VinylSd,none,0.0,3,3,PConc,4,3,Av,LwQ,104.0,ALQ,956.0,0.0,1060.0,GasA,3,Y,SBrkr,1126,0,0,1126,1.0,0.0,1,0,2,1,3,5,Typ,0,0,Attchd,1984.0,Unf,2.0,506.0,3,3,Y,178,0,0,0,0,0,0,none,none,0,3,2008,WD ,152000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3416.0,1193560.0,1012.0,11.931635799828413
275,908102110,20,RL,68.0,8842,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,VinylSd,VinylSd,none,0.0,3,4,CBlock,2,3,No,Unf,0.0,Unf,0.0,381.0,381.0,GasA,5,Y,SBrkr,992,0,0,992,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1954.0,Unf,1.0,319.0,3,3,Y,60,0,56,0,0,0,0,MnPrv,none,0,1,2010,Oth,155891,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2365.0,377952.0,319.0,11.956912324065804
2024,903401070,50,RL,60.0,8850,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,none,0.0,3,4,PConc,3,3,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,5,Y,SBrkr,752,624,0,1376,0.0,0.0,1,0,3,1,4,7,Typ,0,0,Detchd,1977.0,Unf,2.0,576.0,3,3,P,0,54,144,0,0,0,0,none,none,0,2,2007,WD ,165000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3520.0,577536.0,1152.0,12.013700752882718
68,528456160,20,FV,92.0,9215,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,none,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1218.0,1218.0,GasA,5,Y,SBrkr,1218,0,0,1218,0.0,0.0,2,0,2,1,4,4,Typ,0,0,Attchd,2009.0,RFn,2.0,676.0,3,3,Y,0,136,0,0,0,0,0,none,none,0,4,2010,New,204500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3654.0,1483524.0,1352.0,12.228323254464993
1910,534479140,70,RL,79.0,9480,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,3,3,CBlock,3,3,No,LwQ,386.0,Unf,0.0,342.0,728.0,GasA,5,Y,SBrkr,888,756,0,1644,0.0,0.0,1,1,3,1,4,7,Typ,2,4,Attchd,1942.0,Unf,1.0,312.0,3,3,Y,168,0,0,0,0,0,0,none,none,0,6,2007,WD ,146500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4402.0,646464.0,312.0,11.894780707439258
381,527356040,20,RL,82.0,11880,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,3,3,CBlock,4,3,No,ALQ,704.0,Unf,0.0,567.0,1271.0,GasA,3,Y,SBrkr,1601,0,0,1601,0.0,0.0,2,0,3,1,3,7,Typ,1,3,Attchd,1978.0,RFn,2.0,478.0,3,3,Y,0,0,0,0,0,0,0,none,none,0,4,2009,COD,157000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5177.0,2034871.0,956.0,11.964001084330445
1323,902405070,70,RM,60.0,10800,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,none,0.0,3,3,BrkTil,3,3,Mn,Unf,0.0,Unf,0.0,1313.0,1313.0,GasW,4,Y,SBrkr,1313,1182,0,2495,0.0,0.0,2,0,5,1,3,10,Typ,1,4,Detchd,1950.0,Unf,2.0,342.0,3,2,Y,0,299,0,0,0,0,0,none,none,0,12,2008,WD ,184000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6303.0,1723969.0,684.0,12.122691036591123
2432,528235050,60,RL,63.0,7861,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,none,0.0,4,3,PConc,4,3,No,GLQ,457.0,Unf,0.0,326.0,783.0,GasA,5,Y,SBrkr,807,702,0,1509,1.0,0.0,2,1,3,1,4,7,Typ,1,4,Attchd,2002.0,Fin,2.0,393.0,3,3,Y,100,75,0,0,0,0,0,none,none,0,6,2006,WD ,183200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4258.0,631881.0,786.0,12.118333731222167
777,905200220,20,RL,70.0,11616,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,3,3,CBlock,3,3,No,LwQ,170.0,BLQ,670.0,252.0,1092.0,GasA,3,Y,SBrkr,1092,0,0,1092,0.0,1.0,1,0,3,1,3,6,Typ,1,1,Attchd,1962.0,Unf,1.0,288.0,3,3,Y,0,20,144,0,0,0,0,none,none,0,9,2009,WD ,139000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3446.0,1192464.0,288.0,11.842229212112828
1107,528365060,60,RL,96.0,10542,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,4,3,PConc,4,3,Gd,GLQ,1173.0,Unf,0.0,138.0,1311.0,GasA,5,Y,SBrkr,1325,1093,0,2418,1.0,0.0,2,1,3,1,4,9,Typ,1,3,Attchd,1993.0,RFn,3.0,983.0,3,3,Y,250,154,216,0,0,0,0,none,none,0,8,2008,WD ,341000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7320.0,1737075.0,2949.0,12.739637756265655
30,527451180,160,RM,21.0,1680,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,3,3,CBlock,3,3,No,Rec,156.0,Unf,0.0,327.0,483.0,GasA,3,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,3,5,Typ,0,0,Detchd,1971.0,Unf,1.0,264.0,3,3,Y,275,0,0,0,0,0,0,none,none,0,2,2010,COD,96000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2613.0,233289.0,264.0,11.472103470449973
282,908208020,20,RM,80.0,8546,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,none,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1121.0,1121.0,GasA,5,Y,SBrkr,1121,0,0,1121,0.0,0.0,2,0,2,1,3,5,Typ,0,0,Attchd,2003.0,RFn,2.0,440.0,3,3,Y,132,64,0,0,0,0,0,none,none,0,3,2010,WD ,140000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3363.0,1256641.0,880.0,11.84939770159144
188,902402010,20,RM,90.0,7407,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,7,1957,1996,Gable,CompShg,MetalSd,MetalSd,none,0.0,3,3,CBlock,3,3,No,GLQ,600.0,Unf,0.0,312.0,912.0,GasA,3,Y,FuseA,1236,0,0,1236,1.0,0.0,1,0,2,1,3,6,Typ,0,0,Attchd,1957.0,Unf,2.0,923.0,3,3,Y,0,158,158,0,0,0,0,MnPrv,none,0,4,2010,WD ,149700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3984.0,1127232.0,1846.0,11.91638857040772
2356,527376090,20,RL,78.0,10140,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,none,0.0,3,3,CBlock,4,3,No,ALQ,788.0,Unf,0.0,268.0,1056.0,GasA,5,Y,SBrkr,1074,0,0,1074,1.0,0.0,1,1,3,1,3,6,Typ,0,0,Attchd,1975.0,RFn,2.0,495.0,3,3,Y,0,88,0,0,0,0,0,MnPrv,none,0,7,2006,WD ,153500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3992.0,1134144.0,990.0,11.941455846009388
1554,910251050,20,A (agr),80.0,14584,Pave,none,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1,5,1952,1952,Gable,CompShg,AsbShng,VinylSd,none,0.0,2,1,Slab,0,0,none,none,0.0,none,0.0,0.0,0.0,Wall,1,N,FuseA,733,0,0,733,0.0,0.0,1,0,2,1,2,4,Sal,0,0,Attchd,1952.0,Unf,2.0,487.0,2,1,N,0,0,0,0,0,0,0,none,none,0,2,2008,WD ,13100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1466.0,0.0,974.0,9.480367509189243
1464,907262030,60,RL,65.0,8158,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,4,3,PConc,4,3,No,GLQ,550.0,Unf,0.0,334.0,884.0,GasA,5,Y,SBrkr,884,884,0,1768,1.0,0.0,2,1,3,1,4,8,Typ,0,0,Attchd,2003.0,RFn,2.0,543.0,3,3,Y,0,63,0,0,0,0,0,none,none,0,7,2008,WD ,224900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4970.0,781456.0,1086.0,12.323411137947407
2469,528488120,20,FV,62.0,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,none,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1257.0,1257.0,GasA,5,Y,SBrkr,1266,0,0,1266,0.0,0.0,2,0,3,1,4,6,Typ,1,3,Attchd,2005.0,Unf,2.0,453.0,3,3,Y,38,144,0,0,0,0,0,none,none,0,4,2006,WD ,176000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3789.0,1591362.0,906.0,12.078239274020289
1834,533130170,50,RL,85.0,10678,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,4,3,PConc,4,3,No,GLQ,700.0,Unf,0.0,983.0,1683.0,GasA,5,Y,SBrkr,2129,743,0,2872,0.0,0.0,2,1,4,1,4,9,Typ,1,3,Attchd,1992.0,Fin,2.0,541.0,3,3,Y,0,33,0,0,0,0,0,none,none,0,4,2007,WD ,285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8127.0,3583107.0,1082.0,12.560244459250788
